Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2023Q2,0.0078260,514.227
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2023Q2,0.0033251,257.505
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2023Q2,0.0107586,662.913
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2023Q2,0.0163335,1329.095
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2023Q2,0.0025112,200.468
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2023Q2,0.0266333,1836.199
Industry groups,Construction,SG01RSC04B01EE1,2023Q2,0.0776316,4946.831
Industry groups,Wholesale trade,SG01RSC04B01FF1,2023Q2,0.0453238,3660.149
Industry groups,Retail trade,SG01RSC04B01GH1,2023Q2,0.0428122,3393.151
Industry groups,Accommodation services,SG01RSC04B01GH2,2023Q2,0.0219995,1398.684
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2023Q2,0.0432453,2942.465
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2023Q2,0.0193471,2856.632
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2023Q2,0.0630781,3976.794
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2023Q2,0.0692990,4335.132
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2023Q2,0.0778717,5312.626
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2023Q2,0.0884178,6819.416
Industry groups,Administrative and support services,SG01RSC04B01MN2,2023Q2,0.0212224,1662.552
Industry groups,Local Government administration,SG01RSC04B01OO1,2023Q2,0.0049286,393.043
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2023Q2,0.0391483,2995.525
Industry groups,Education and training,SG01RSC04B01PP1,2023Q2,0.0408896,2390.675
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2023Q2,0.0715712,4549.350
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2023Q2,0.0128377,961.159
Industry groups,Other services,SG01RSC04B01RS2,2023Q2,0.0203430,1290.285
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2023Q2,0.0832239,5323.820
Industry groups,Agriculture,SG01RSC04B01AA1,2023Q3,0.0292382,2416.562
Industry groups,Forestry and logging,SG01RSC04B01AA2,2023Q3,0.0023577,361.139
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2023Q3,0.0084902,589.598
Industry groups,Mining,SG01RSC04B01BB1,2023Q3,0.0074217,578.228
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2023Q3,0.0329428,1984.768
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2023Q3,0.0017774,140.698
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2023Q3,0.0057107,477.725
Industry groups,Printing,SG01RSC04B01CC4,2023Q3,0.0014829,133.307
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2023Q3,0.0078260,470.277
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2023Q3,0.0033251,252.394
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2023Q3,0.0107586,640.586
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2023Q3,0.0163335,1308.369
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2023Q3,0.0025112,199.232
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2023Q3,0.0266333,1812.286
Industry groups,Construction,SG01RSC04B01EE1,2023Q3,0.0776316,4952.698
Industry groups,Wholesale trade,SG01RSC04B01FF1,2023Q3,0.0453238,3578.623
Industry groups,Retail trade,SG01RSC04B01GH1,2023Q3,0.0428122,3363.917
Industry groups,Accommodation services,SG01RSC04B01GH2,2023Q3,0.0219995,1412.915
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2023Q3,0.0432453,2905.956
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2023Q3,0.0193471,2909.471
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2023Q3,0.0630781,3958.842
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2023Q3,0.0692990,4389.961
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2023Q3,0.0778717,5363.029
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2023Q3,0.0884178,6800.309
Industry groups,Administrative and support services,SG01RSC04B01MN2,2023Q3,0.0212224,1613.406
Industry groups,Local Government administration,SG01RSC04B01OO1,2023Q3,0.0049286,396.756
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2023Q3,0.0391483,3004.429
Industry groups,Education and training,SG01RSC04B01PP1,2023Q3,0.0408896,2432.373
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2023Q3,0.0715712,4717.492
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2023Q3,0.0128377,977.014
Industry groups,Other services,SG01RSC04B01RS2,2023Q3,0.0203430,1374.741
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2023Q3,0.0832239,5268.400
Industry groups,Agriculture,SG01RSC04B01AA1,2023Q4,0.0292382,2454.131
Industry groups,Forestry and logging,SG01RSC04B01AA2,2023Q4,0.0023577,370.531
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2023Q4,0.0084902,584.093
Industry groups,Mining,SG01RSC04B01BB1,2023Q4,0.0074217,557.759
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2023Q4,0.0329428,1963.133
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2023Q4,0.0017774,171.749
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2023Q4,0.0057107,481.058
Industry groups,Printing,SG01RSC04B01CC4,2023Q4,0.0014829,132.202
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2023Q4,0.0078260,557.992
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2023Q4,0.0033251,241.161
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2023Q4,0.0107586,646.149
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2023Q4,0.0163335,1282.293
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2023Q4,0.0025112,186.234
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2023Q4,0.0266333,1801.887
Industry groups,Construction,SG01RSC04B01EE1,2023Q4,0.0776316,5011.327
Industry groups,Wholesale trade,SG01RSC04B01FF1,2023Q4,0.0453238,3491.430
Industry groups,Retail trade,SG01RSC04B01GH1,2023Q4,0.0428122,3312.743
Industry groups,Accommodation services,SG01RSC04B01GH2,2023Q4,0.0219995,1380.187
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2023Q4,0.0432453,2893.703
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2023Q4,0.0193471,2961.435
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2023Q4,0.0630781,3960.587
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2023Q4,0.0692990,4496.606
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2023Q4,0.0778717,5396.843
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2023Q4,0.0884178,6748.523
Industry groups,Administrative and support services,SG01RSC04B01MN2,2023Q4,0.0212224,1603.984
Industry groups,Local Government administration,SG01RSC04B01OO1,2023Q4,0.0049286,406.443
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2023Q4,0.0391483,3058.342
Industry groups,Education and training,SG01RSC04B01PP1,2023Q4,0.0408896,2461.583
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2023Q4,0.0715712,4727.955
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2023Q4,0.0128377,969.743
Industry groups,Other services,SG01RSC04B01RS2,2023Q4,0.0203430,1260.926
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2023Q4,0.0832239,5302.068
Industry groups,Agriculture,SG01RSC04B01AA1,2024Q1,0.0292382,2481.388
Industry groups,Forestry and logging,SG01RSC04B01AA2,2024Q1,0.0023577,378.107
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2024Q1,0.0084902,572.735
Industry groups,Mining,SG01RSC04B01BB1,2024Q1,0.0074217,543.450
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2024Q1,0.0329428,2002.949
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2024Q1,0.0017774,153.339
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2024Q1,0.0057107,501.819
Industry groups,Printing,SG01RSC04B01CC4,2024Q1,0.0014829,129.837
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2024Q1,0.0078260,430.735
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2024Q1,0.0033251,236.727
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2024Q1,0.0107586,629.565
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2024Q1,0.0163335,1229.243
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2024Q1,0.0025112,178.435
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2024Q1,0.0266333,1831.834
Industry groups,Construction,SG01RSC04B01EE1,2024Q1,0.0776316,4849.671
Industry groups,Wholesale trade,SG01RSC04B01FF1,2024Q1,0.0453238,3502.164
Industry groups,Retail trade,SG01RSC04B01GH1,2024Q1,0.0428122,3327.494
Industry groups,Accommodation services,SG01RSC04B01GH2,2024Q1,0.0219995,1391.761
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2024Q1,0.0432453,2965.918
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2024Q1,0.0193471,2930.218
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2024Q1,0.0630781,3941.578
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2024Q1,0.0692990,4583.938
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2024Q1,0.0778717,5404.896
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2024Q1,0.0884178,6650.393
Industry groups,Administrative and support services,SG01RSC04B01MN2,2024Q1,0.0212224,1615.052
Industry groups,Local Government administration,SG01RSC04B01OO1,2024Q1,0.0049286,412.477
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2024Q1,0.0391483,3057.792
Industry groups,Education and training,SG01RSC04B01PP1,2024Q1,0.0408896,2498.542
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2024Q1,0.0715712,4747.157
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2024Q1,0.0128377,927.963
Industry groups,Other services,SG01RSC04B01RS2,2024Q1,0.0203430,1288.433
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2024Q1,0.0832239,5357.038
Industry groups,Agriculture,SG01RSC04B01AA1,2024Q2,0.0292382,2588.329
Industry groups,Forestry and logging,SG01RSC04B01AA2,2024Q2,0.0023577,343.590
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2024Q2,0.0084902,574.584
Industry groups,Mining,SG01RSC04B01BB1,2024Q2,0.0074217,521.699
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2024Q2,0.0329428,1979.555
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2024Q2,0.0017774,167.250
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2024Q2,0.0057107,535.737
Industry groups,Printing,SG01RSC04B01CC4,2024Q2,0.0014829,127.146
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2024Q2,0.0078260,487.614
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2024Q2,0.0033251,233.503
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2024Q2,0.0107586,604.005
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2024Q2,0.0163335,1351.394
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2024Q2,0.0025112,176.649
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2024Q2,0.0266333,1800.226
Industry groups,Construction,SG01RSC04B01EE1,2024Q2,0.0776316,4721.927
Industry groups,Wholesale trade,SG01RSC04B01FF1,2024Q2,0.0453238,3444.305
Industry groups,Retail trade,SG01RSC04B01GH1,2024Q2,0.0428122,3306.433
Industry groups,Accommodation services,SG01RSC04B01GH2,2024Q2,0.0219995,1356.030
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2024Q2,0.0432453,2901.343
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2024Q2,0.0193471,2928.341
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2024Q2,0.0630781,3981.556
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2024Q2,0.0692990,4551.602
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2024Q2,0.0778717,5423.549
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2024Q2,0.0884178,6665.490
Industry groups,Administrative and support services,SG01RSC04B01MN2,2024Q2,0.0212224,1625.620
Industry groups,Local Government administration,SG01RSC04B01OO1,2024Q2,0.0049286,419.060
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2024Q2,0.0391483,3004.075
Industry groups,Education and training,SG01RSC04B01PP1,2024Q2,0.0408896,2523.189
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2024Q2,0.0715712,4787.580
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2024Q2,0.0128377,967.652
Industry groups,Other services,SG01RSC04B01RS2,2024Q2,0.0203430,1272.685
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2024Q2,0.0832239,5247.549
Industry groups,Agriculture,SG01RSC04B01AA1,2024Q3,0.0292382,2615.093
Industry groups,Forestry and logging,SG01RSC04B01AA2,2024Q3,0.0023577,367.639
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2024Q3,0.0084902,571.135
Industry groups,Mining,SG01RSC04B01BB1,2024Q3,0.0074217,506.964
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2024Q3,0.0329428,1961.528
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2024Q3,0.0017774,146.405
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2024Q3,0.0057107,506.692
Industry groups,Printing,SG01RSC04B01CC4,2024Q3,0.0014829,126.551
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2024Q3,0.0078260,502.994
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2024Q3,0.0033251,229.438
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2024Q3,0.0107586,570.219
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2024Q3,0.0163335,1318.968
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2024Q3,0.0025112,172.019
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2024Q3,0.0266333,1733.789
Industry groups,Construction,SG01RSC04B01EE1,2024Q3,0.0776316,4547.978
Industry groups,Wholesale trade,SG01RSC04B01FF1,2024Q3,0.0453238,3426.302
Industry groups,Retail trade,SG01RSC04B01GH1,2024Q3,0.0428122,3290.529
Industry groups,Accommodation services,SG01RSC04B01GH2,2024Q3,0.0219995,1341.611
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2024Q3,0.0432453,2877.840
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2024Q3,0.0193471,2948.482
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2024Q3,0.0630781,3987.537
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2024Q3,0.0692990,4642.162
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2024Q3,0.0778717,5448.707
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2024Q3,0.0884178,6525.927
Industry groups,Administrative and support services,SG01RSC04B01MN2,2024Q3,0.0212224,1560.985
Industry groups,Local Government administration,SG01RSC04B01OO1,2024Q3,0.0049286,428.473
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2024Q3,0.0391483,2935.686
Industry groups,Education and training,SG01RSC04B01PP1,2024Q3,0.0408896,2536.497
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2024Q3,0.0715712,4724.472
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2024Q3,0.0128377,912.937
Industry groups,Other services,SG01RSC04B01RS2,2024Q3,0.0203430,1258.556
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2024Q3,0.0832239,5141.766
Industry groups,Agriculture,SG01RSC04B01AA1,2024Q4,0.0292382,2600.712
Industry groups,Forestry and logging,SG01RSC04B01AA2,2024Q4,0.0023577,357.270
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2024Q4,0.0084902,583.669
Industry groups,Mining,SG01RSC04B01BB1,2024Q4,0.0074217,497.462
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2024Q4,0.0329428,1985.405
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2024Q4,0.0017774,135.602
